syscall_rate_mean,syscall_rate_max,io_intensity_mean,memory_intensity_mean,syscalls_total,offcpu_total_s,offcpu_avg_ms,offcpu_max_ms,offcpu_events,wall_s,n_samples,sc_signal,sc_process,sc_ipc,sc_time,sc_memory,sc_security,sc_network,sc_file_io,sc_system,sc_other,peak_rss_mb,peak_vms_mb,peak_procs,pf_cached_max,pf_disk_max,n_jobs,run_dir
752.6700888371954,28817.647058823528,0.6718171873631145,0.32818281263688565,39474,125.817138835,753.39604,10000.076813,167,351.622,324,0,0,0,0,12493,0,0,26981,0,0,599.9375,1220.75390625,2,488175,4,1,results-e1-instr/parallel_n1
1871.3017898039668,9980.952380952382,0.6070896856447924,0.3929103143552076,29185,459.647502637,865.626181,10000.076652,531,139.184,140,0,0,0,0,9614,0,0,19571,0,0,1422.421875,3826.578125,3,1480819,112,2,results-e1-instr/parallel_n2
3876.193100807306,12073.065902578797,0.5832686118674252,0.4167316145234068,28844,223.940969398,450.585451,10000.059684,497,71.857,78,0,0,0,0,9593,0,0,19251,0,0,2335.69921875,6361.80859375,5,2909009,1,4,results-e1-instr/parallel_n4
6194.2137247919545,17366.58354114713,0.5660064549923236,0.4339944595860558,29069,147.396713566,333.476727,10000.059773,442,49.584,55,0,0,0,0,9591,0,0,19478,0,0,4123.8359375,11441.2734375,9,4575832,0,8,results-e1-instr/parallel_n8
6397.329979427257,15249.682337992375,0.5573453648578351,0.442665628738777,29163,96.847151233,225.225933,10000.027744,430,36.387,39,0,0,0,0,9590,0,0,19573,0,0,7710.61328125,21575.6953125,17,5195451,1,16,results-e1-instr/parallel_n16
14506.511390519909,41431.53371940968,0.565827876965819,0.4341773053895953,29414,48.162062078,167.229382,6005.986752,288,19.376,27,0,0,0,0,9590,0,0,19824,0,0,14872.12890625,41860.39453125,33,5903501,8,32,results-e1-instr/parallel_n32
19945.840937856196,77980.88769546675,0.5655569247222811,0.4344451511760895,29913,41.915495129,202.490314,6994.08348,207,18.427,23,0,0,0,0,9589,0,0,20324,0,0,29133.5859375,82431.26171875,65,5404876,26,64,results-e1-instr/parallel_n64
17636.025217464678,91449.18216133091,0.5847672892023377,0.41523278357227306,30487,40.033621414,205.300622,6314.7435,195,18.849,21,0,0,0,0,9589,0,0,20898,0,0,43735.98828125,127385.23046875,101,5924834,91,100,results-e1-instr/parallel_n100
